gene_id,pfam_accessions
gene-LOC142977085,PF00169.36;PF00373.24;PF00784.23;PF15409.14;PF15413.13;PF21989.3
gene-LOC142977086,PF00488.28;PF05192.24;PF27035.1
gene-LOC142977088,PF00106.32;PF08659.17;PF13561.13;PF23441.1
gene-LOC142977090,PF00096.33;PF07776.22;PF12171.15;PF12874.14;PF13465.13;PF13894.13
gene-LOC142977093,PF00042.29
gene-LOC142977094,PF02709.21;PF13733.13
gene-LOC142977095,PF00635.33
gene-LOC142977097,PF00106.32;PF08659.17;PF13561.13
gene-LOC142977098,PF15860.12
gene-LOC142977101,PF00067.28
gene-LOC142977103,PF16071.11
gene-LOC142977104,PF22611.2
gene-LOC142977109,PF00059.28
gene-LOC142977111,PF00001.27;PF10320.16;PF10328.16
gene-LOC142977112,PF00106.32;PF08659.17;PF13561.13
gene-LOC142977113,PF00001.27;PF10320.16;PF10328.16
gene-LOC142977114,PF00089.33
gene-LOC142977120,PF02221.21
gene-LOC142977122,PF00001.27;PF10320.16;PF10328.16
gene-LOC142977123,PF00096.33;PF07776.22;PF13465.13;PF13894.13
gene-LOC142977125,PF01237.24
gene-LOC142977127,PF00270.36;PF00271.38;PF04408.30;PF05773.28;PF07717.23;PF18044.8;PF21010.3;PF26026.1
gene-LOC142977128,PF01408.29;PF02894.23;PF22725.2
gene-LOC142977129,PF00941.28;PF01315.28;PF01799.26;PF02738.24;PF03450.23;PF20256.4
gene-LOC142977133,PF00023.37;PF12796.14;PF13606.13;PF13637.13;PF13857.13
gene-LOC142977136,PF00501.35;PF13193.13
gene-LOC142977137,PF00501.35;PF13193.13
gene-LOC142977138,PF00501.35;PF13193.13
gene-LOC142977139,PF00501.35;PF13193.13
gene-LOC142977146,PF00042.29
gene-LOC142977148,PF00227.32
gene-LOC142977150,PF00067.28
gene-LOC142977151,PF00230.26
gene-LOC142977152,PF00089.33
gene-LOC142977156,PF00041.28;PF00047.32;PF07679.23;PF07686.24;PF13895.13;PF13927.13;PF18452.8;PF22854.3;PF22971.3;PF25059.2
gene-LOC142977159,PF00501.35;PF13193.13
gene-LOC142977160,PF14381.13
gene-LOC142977162,PF00083.31;PF07690.22
gene-LOC142977163,PF03999.18
gene-LOC142977164,PF00089.33
gene-LOC142977165,PF00941.28;PF01315.28;PF01799.26;PF02738.24;PF03450.23;PF20256.4
gene-LOC142977167,PF00227.32
gene-LOC142977177,PF13358.13;PF27940.1
gene-LOC142977178,PF00089.33
gene-LOC142977186,PF00400.39;PF03451.22;PF12894.14;PF13570.14;PF23381.2;PF23383.2;PF23389.2;PF23393.3;PF23409.2;PF23410.5;PF23414.2;PF23756.2;PF23775.2;PF24105.2;PF24780.2;PF24782.3;PF24796.2;PF24797.2;PF24805.2;PF24807.2;PF24814.2;PF24817.2;PF25047.1;PF25168.2;PF25171.2;PF25172.2;PF25173.2;PF25174.2;PF25175.2;PF25391.2;PF25460.2
gene-LOC142977187,PF04280.22
gene-LOC142977190,PF02759.25;PF26030.1
gene-LOC142977192,PF00089.33
gene-LOC142977193,PF00089.33
gene-LOC142977194,PF00089.33
gene-LOC142977195,PF00089.33
gene-LOC142977196,PF00089.33
gene-LOC142977199,PF00560.40;PF12799.14;PF13306.13;PF13855.13;PF14580.13
gene-LOC142977200,PF15430.12
gene-LOC142977203,PF03227.23
gene-LOC142977204,PF00498.32;PF00533.34;PF16589.13;PF16770.12
gene-LOC142977207,PF00173.34
gene-LOC142977209,PF00046.36;PF03826.23
gene-LOC142977211,PF00089.33
gene-LOC142977212,PF00089.33
gene-LOC142977213,PF00089.33
gene-LOC142977214,PF00041.28;PF00757.26;PF01030.32
gene-LOC142977216,PF14774.12
gene-LOC142977217,PF00089.33
gene-LOC142977219,PF00085.27;PF13098.14;PF13905.13
gene-LOC142977223,PF13679.13
gene-LOC142977224,PF00335.27
gene-LOC142977225,PF00098.29
gene-LOC142977227,PF00153.33
gene-LOC142977237,PF00089.33
gene-LOC142977238,PF00415.25;PF13540.13;PF25384.2;PF25390.2
gene-LOC142977240,PF08559.16
gene-LOC142977241,PF00089.33
gene-LOC142977243,PF00462.31
gene-LOC142977246,PF00151.26;PF05057.21
gene-LOC142977247,PF00046.36
gene-LOC142977249,PF00067.28
gene-LOC142977250,PF00008.34;PF00053.31;PF01414.26;PF07974.20;PF12661.14;PF21700.4;PF21795.4;PF23106.2;PF23301.2;PF25024.1
gene-LOC142977253,PF00083.31;PF07690.22
gene-LOC142977254,PF00089.33
gene-LOC142977255,PF00501.35;PF13193.13
gene-LOC142977261,PF03828.25;PF22600.3
gene-LOC142977262,PF00089.33
gene-LOC142977264,PF12799.14;PF13855.13;PF22602.3;PF24048.2
gene-LOC142977271,PF02157.22;PF09451.17
gene-LOC142977272,PF01395.28
gene-LOC142977273,PF01395.28
gene-LOC142977274,PF01395.28
gene-LOC142977275,PF01395.28;PF22750.2
gene-LOC142977276,PF02820.25;PF12140.14
gene-LOC142977278,PF01395.28;PF22750.2
gene-LOC142977280,PF01395.28
gene-LOC142977281,PF01395.28
gene-LOC142977282,PF01395.28
gene-LOC142977283,PF01395.28
gene-LOC142977284,PF01395.28
gene-LOC142977291,PF02949.26;PF08395.18
gene-LOC142977292,PF00560.40;PF12799.14;PF13306.13;PF13855.13
gene-LOC142977294,PF14857.12
gene-LOC142977296,PF00059.28
gene-LOC142977301,PF00001.27;PF10320.16;PF10323.16;PF13853.13
gene-LOC142977303,PF00041.28;PF00047.32;PF07354.19;PF07679.23;PF07686.24;PF08204.18;PF08205.19;PF13882.12;PF13895.13;PF13927.13;PF16656.12;PF16680.12;PF17736.8;PF18452.8;PF22854.3;PF22971.3;PF25059.2;PF25305.2;PF28321.1;PF28354.1
gene-LOC142977305,PF00560.40;PF12799.14;PF13306.13;PF13855.13;PF14580.13
gene-LOC142977308,PF00096.33;PF13465.13;PF13894.13;PF16278.12
gene-LOC142977309,PF00560.40;PF12799.14;PF13306.13;PF13855.13
gene-LOC142977310,PF00106.32;PF08659.17;PF13561.13;PF23441.1
gene-LOC142977311,PF00001.27
gene-LOC142977320,PF00050.27;PF07648.21
gene-LOC142977323,PF00250.25
gene-LOC142977324,PF15868.11
gene-LOC142977325,PF01909.30;PF22600.3
gene-LOC142977327,PF13671.13;PF26583.1
gene-LOC142977328,PF07841.19
gene-LOC142977330,PF00050.27;PF07648.21
gene-LOC142977333,PF00583.32;PF08445.17;PF13508.14;PF13673.14
gene-LOC142977335,PF00611.29;PF00620.33
gene-LOC142977337,PF00008.34;PF02019.25;PF07974.20;PF12661.14;PF23301.2;PF25024.1
gene-LOC142977338,PF00089.33
gene-LOC142977339,PF00089.33
gene-LOC142977340,PF00089.33
gene-LOC142977341,PF00089.33
gene-LOC142977342,PF00089.33
gene-LOC142977343,PF00089.33
gene-LOC142977344,PF00089.33
gene-LOC142977345,PF00089.33
gene-LOC142977347,PF00169.36;PF00307.37;PF00435.28;PF15410.13
gene-LOC142977351,PF00884.29;PF02995.23
gene-LOC142977352,PF00089.33
gene-LOC142977353,PF00089.33;PF13365.13
gene-LOC142977354,PF14214.12
gene-LOC142977357,PF00089.33
gene-LOC142977361,PF00078.33;PF03564.22;PF05380.19;PF17921.8
gene-LOC142977362,PF00941.28;PF01799.26
gene-LOC142977363,PF00111.33;PF00941.28;PF01315.28;PF01799.26;PF02738.24;PF03450.23;PF20256.4
gene-LOC142977364,PF00111.33;PF00941.28;PF01315.28;PF01799.26;PF02738.24;PF03450.23;PF20256.4
gene-LOC142977365,PF03564.22;PF05380.19;PF17921.8;PF18701.7
gene-LOC142977366,PF00089.33
gene-LOC142977367,PF00089.33
gene-LOC142977368,PF00089.33
gene-LOC142977369,PF00046.36
gene-LOC142977375,PF00060.33
gene-LOC142977376,PF03564.22;PF05380.19;PF18701.7
gene-LOC142977377,PF16092.12;PF23150.2
gene-LOC142977379,PF16092.12;PF23150.2
gene-LOC142977381,PF01395.28;PF22750.2
gene-LOC142977383,PF01395.28
gene-LOC142977384,PF00089.33
gene-LOC142977385,PF00089.33
gene-LOC142977386,PF00089.33;PF09342.17
gene-LOC142977387,PF00089.33;PF09342.17
gene-LOC142977388,PF14214.12
gene-LOC142977389,PF00089.33;PF09342.17
gene-LOC142977390,PF01437.32
gene-LOC142977392,PF00250.25
gene-LOC142977393,PF02949.26;PF08395.18
gene-LOC142977394,PF00109.33;PF00698.27;PF00975.27;PF02801.29;PF16197.12
gene-LOC142977395,PF00059.28;PF05966.18
gene-LOC142977396,PF03828.25;PF22600.3
gene-LOC142977397,PF16043.12
gene-LOC142977401,PF00006.32;PF02874.30;PF16886.12;PF22919.2
gene-LOC142977403,PF02221.21
gene-LOC142977405,PF02221.21
gene-LOC142977411,PF13664.12
gene-LOC142977414,PF03828.25;PF22600.3
gene-LOC142977415,PF25298.2
gene-LOC142977419,PF01545.27;PF16916.12
gene-LOC142977458,PF24237.2
gene-LOC142977464,PF00014.29
gene-LOC142977466,PF00232.25
gene-LOC142977467,PF00076.29;PF16367.12;PF16842.12;PF23085.2;PF28441.1
gene-LOC142977471,PF00226.37;PF09350.16
gene-LOC142977474,PF08314.18;PF15492.13
gene-LOC142977475,PF05741.19
gene-LOC142977477,PF07690.22
gene-LOC142977478,PF07690.22
gene-LOC142977479,PF07690.22
gene-LOC142977480,PF07690.22
gene-LOC142977481,PF00011.28
gene-LOC142977482,PF07690.22
gene-LOC142977484,PF13086.13;PF13087.13;PF13245.13;PF13604.13;PF25396.2
gene-LOC142977486,PF00023.37;PF12796.14;PF13606.13;PF13637.13;PF13857.13
gene-LOC142977487,PF00023.37;PF00217.25;PF02807.21;PF12796.14
gene-LOC142977488,PF13904.12
gene-LOC142977490,PF10545.16;PF13837.13;PF13873.13
gene-LOC142977491,PF00211.26;PF07701.21;PF08376.16
gene-LOC142977493,PF00400.39;PF08513.18;PF08662.18;PF08801.18;PF11715.17;PF12894.14;PF16529.12;PF20426.5;PF23098.2;PF23342.2;PF23381.2;PF23383.2;PF23389.2;PF23393.3;PF23409.2;PF23411.2;PF23414.2;PF23419.3;PF23586.3;PF23609.2;PF23760.2;PF23761.2;PF23769.2;PF23770.2;PF23775.2;PF23798.2;PF23869.2;PF24017.3;PF24105.2;PF24780.2;PF24782.3;PF24796.2;PF24805.2;PF24807.2;PF24814.2;PF24817.2;PF24951.4;PF25047.1;PF25048.2;PF25168.2;PF25171.2;PF25172.2;PF25173.2;PF25174.2;PF25175.2;PF25178.1;PF25391.2;PF25460.2
gene-LOC142977496,PF00822.26
gene-LOC142977498,PF00003.29
gene-LOC142977499,PF07074.18
gene-LOC142977501,PF00011.28
gene-LOC142977507,PF00011.28
gene-LOC142977508,PF00089.33
gene-LOC142977511,PF01189.24
gene-LOC142977512,PF01728.26
gene-LOC142977514,PF12974.13
gene-LOC142977515,PF10937.14
gene-LOC142977516,PF13927.13
gene-LOC142977517,PF15879.11
gene-LOC142977519,PF08357.17
gene-LOC142977525,PF00324.28;PF13520.13;PF13906.13
gene-LOC142977526,PF13000.14
gene-LOC142977527,PF15388.12
gene-LOC142977535,PF06658.18
gene-LOC142977538,PF00412.29;PF25076.2
gene-LOC142977545,PF00487.31
gene-LOC142977548,PF02668.23;PF06155.18
gene-LOC142977551,PF21534.2
gene-LOC142977554,PF02301.24
gene-LOC142977555,PF00083.31;PF07690.22
gene-LOC142977557,PF10294.16;PF13489.13;PF13847.13
gene-LOC142977558,PF01243.28;PF10590.15;PF12766.14
gene-LOC142977559,PF01243.28;PF10590.15;PF12766.14
gene-LOC142977560,PF00003.29;PF01094.35;PF07562.21
gene-LOC142977561,PF03098.21
gene-LOC142977562,PF14916.12
gene-LOC142977563,PF00514.30;PF13513.13
gene-LOC142977565,PF03821.23
gene-LOC142977566,PF03098.21
gene-LOC142977568,PF05608.19
gene-LOC142977569,PF28191.1
gene-LOC142977570,PF05529.18;PF18035.7
gene-LOC142977572,PF00069.32;PF07714.24
gene-LOC142977573,PF03098.21
gene-LOC142977575,PF07690.22
gene-LOC142977577,PF00245.26
gene-LOC142977579,PF00293.35;PF25969.1
gene-LOC142977580,PF00505.26;PF09011.17;PF24815.2
gene-LOC142977581,PF00060.33;PF10613.15
gene-LOC142977583,PF00135.35;PF20434.6
gene-LOC142977585,PF03372.30;PF17751.8;PF22669.3
gene-LOC142977587,PF00160.27
gene-LOC142977591,PF00728.29;PF14845.12
gene-LOC142977596,PF04506.19
gene-LOC142977602,PF00379.30
gene-LOC142977603,PF00379.30
gene-LOC142977604,PF01064.31;PF06211.19;PF19337.5
gene-LOC142977611,PF00041.28;PF00047.32;PF07679.23;PF07686.24;PF08205.19;PF13895.13;PF13927.13;PF16656.12;PF22854.3;PF22971.3;PF25059.2;PF25305.2;PF26428.1
gene-LOC142977612,PF05347.22
gene-LOC142977620,PF00078.33;PF03564.22;PF05380.19;PF17921.8;PF18701.7
gene-LOC142977622,PF00324.28;PF13520.13;PF13906.13
gene-LOC142977623,PF00324.28;PF13520.13;PF13906.13
gene-LOC142977625,PF00324.28;PF13520.13;PF13906.13
gene-LOC142977627,PF01408.29;PF02894.23;PF22725.2
gene-LOC142977634,PF00648.28;PF01067.29;PF04212.25
gene-LOC142977640,PF01019.28
gene-LOC142977643,PF08449.18
gene-LOC142977644,PF00096.33;PF12171.15;PF12874.14;PF13465.13;PF13894.13;PF13912.13
gene-LOC142977645,PF00250.25
gene-LOC142977646,PF13639.13
gene-LOC142977648,PF00045.25;PF00413.31
gene-LOC142977650,PF06565.19
gene-LOC142977652,PF06747.19
gene-LOC142977653,PF08395.18
gene-LOC142977655,PF00096.33;PF05605.19;PF12171.15;PF13465.13;PF13894.13
gene-LOC142977656,PF05175.21;PF05971.19
gene-LOC142977660,PF00002.30;PF06652.18
gene-LOC142977662,PF00324.28;PF13520.13;PF13906.13
gene-LOC142977663,PF00703.28;PF02836.24;PF02837.25;PF22666.3
gene-LOC142977664,PF05826.18
gene-LOC142977673,PF00622.37
gene-LOC142977675,PF22544.3
gene-LOC142977676,PF07690.22
gene-LOC142977677,PF13358.13;PF27940.1
gene-LOC142977681,PF05773.28;PF13639.13
gene-LOC142977685,PF01408.29;PF02894.23;PF22725.2
gene-LOC142977686,PF00023.37;PF11904.14;PF12796.14;PF13637.13
gene-LOC142977689,PF01636.30;PF02958.27;PF07914.18
gene-LOC142977690,PF00135.35;PF07859.20;PF20434.6
gene-LOC142977692,PF13873.13
gene-LOC142977693,PF02985.29;PF13251.13;PF13513.13;PF13646.13
gene-LOC142977695,PF00580.28;PF13086.13;PF13087.13;PF13245.13;PF13604.13;PF20173.4;PF25396.2
gene-LOC142977698,PF00067.28
gene-LOC142977702,PF02825.27;PF18102.7
gene-LOC142977704,PF05978.23
gene-LOC142977705,PF02958.27
gene-LOC142977706,PF00010.32;PF07527.19
gene-LOC142977707,PF01035.27
gene-LOC142977711,PF01636.30;PF02958.27;PF07914.18
gene-LOC142977713,PF05485.18
gene-LOC142977714,PF00107.33;PF13602.13;PF16884.11
gene-LOC142977717,PF05891.19;PF08241.19;PF08242.19;PF13489.13;PF13649.13
gene-LOC142977722,PF14772.12
gene-LOC142977723,PF00561.27;PF04083.23;PF12146.16
gene-LOC142977724,PF00732.26;PF00890.31;PF01266.31;PF05199.20
gene-LOC142977727,PF03564.22;PF05380.19;PF18701.7
gene-LOC142977728,PF14772.12
gene-LOC142977729,PF00488.28;PF05188.24;PF05192.24
gene-LOC142977734,PF00005.34;PF00664.29;PF02463.26;PF03193.23;PF06414.19;PF09818.16;PF13304.13;PF13401.13;PF13555.13
gene-LOC142977735,PF00036.39;PF10591.16;PF12763.14;PF13202.13;PF13405.13;PF13499.13;PF13833.13;PF14658.13;PF21008.4;PF23564.2
gene-LOC142977736,PF00005.34
gene-LOC142977738,PF00160.27
gene-LOC142977739,PF00160.27
gene-LOC142977740,PF02958.27;PF07914.18
gene-LOC142977742,PF00211.26;PF08376.16
gene-LOC142977745,PF08395.18
gene-LOC142977746,PF08395.18
gene-LOC142977747,PF00441.30;PF02770.25;PF02771.22;PF08028.17
gene-LOC142977749,PF00270.36;PF00271.38;PF02889.22;PF04851.22;PF23445.2
gene-LOC142977752,PF00535.33;PF00652.29
gene-LOC142977753,PF12510.14
gene-LOC142977755,PF12906.14
gene-LOC142977758,PF00027.36
gene-LOC142977760,PF00027.36
gene-LOC142977766,PF00076.29;PF13893.13
gene-LOC142977767,PF02949.26;PF08395.18
gene-LOC142977769,PF10218.15
gene-LOC142977771,PF07690.22
gene-LOC142977772,PF07690.22
gene-LOC142977773,PF00324.28;PF13520.13;PF13906.13
gene-LOC142977775,PF03372.30;PF14529.13
gene-LOC142977782,PF00067.28
gene-LOC142977783,PF00169.36;PF25530.2
gene-LOC142977787,PF00002.30;PF06652.18
gene-LOC142977788,PF04438.23;PF21373.3
gene-LOC142977790,PF00728.29;PF14845.12
gene-LOC142977792,PF00001.27;PF10320.16
gene-LOC142977794,PF02845.23
gene-LOC142977797,PF00246.30;PF13620.13
gene-LOC142977800,PF00004.36;PF03215.22;PF08542.17;PF13177.13;PF25361.2
gene-LOC142977802,PF00025.28;PF00071.29;PF08477.20
gene-LOC142977803,PF00080.26
gene-LOC142977806,PF00520.38;PF07885.23
gene-LOC142977807,PF00995.29
gene-LOC142977808,PF18716.8;PF18826.7
gene-LOC142977812,PF01428.24;PF25327.2
gene-LOC142977813,PF00106.32;PF13561.13
gene-LOC142977814,PF00106.32;PF08659.17;PF13561.13
gene-LOC142977815,PF05978.23;PF07690.22
gene-LOC142977821,PF00531.29
gene-LOC142977825,PF00002.30
gene-LOC142977826,PF00313.29
gene-LOC142977828,PF00160.27
gene-LOC142977829,PF00047.32;PF07679.23;PF07686.24;PF08205.19;PF13895.13;PF13927.13;PF22971.3
gene-LOC142977836,PF00089.33
gene-LOC142977841,PF03184.26;PF13358.13
gene-LOC142977842,PF10237.16
gene-LOC142977848,PF00621.26;PF19056.7;PF19057.7;PF23748.2
gene-LOC142977851,PF06747.19
gene-LOC142977853,PF00324.28;PF13520.13;PF13906.13
gene-LOC142977855,PF00903.32;PF13669.13
gene-LOC142977857,PF05978.23
gene-LOC142977862,PF00002.30
gene-LOC142977867,PF00561.27;PF04083.23
gene-LOC142977868,PF05175.21;PF05958.18;PF13649.13;PF13847.13
gene-LOC142977869,PF00036.39;PF12763.14;PF13202.13;PF13405.13;PF13499.13;PF13833.13;PF14658.13;PF21008.4
gene-LOC142977877,PF03062.25
gene-LOC142977880,PF01408.29;PF02894.23;PF22725.2
gene-LOC142977882,PF00245.26
gene-LOC142977886,PF00010.32
gene-LOC142977892,PF00858.30
gene-LOC142977893,PF00858.30
gene-LOC142977894,PF01636.30;PF02958.27;PF07914.18
gene-LOC142977895,PF01636.30;PF02958.27;PF07914.18
gene-LOC142977897,PF00708.25
gene-LOC142977898,PF15995.11
gene-LOC142977899,PF00089.33;PF13365.13
gene-LOC142977902,PF00400.39;PF08154.19;PF20426.5;PF23381.2;PF23389.2;PF23393.3;PF23409.2;PF23414.2;PF23609.2;PF23760.2;PF23775.2;PF23798.2;PF24105.2;PF24782.3;PF24796.2;PF24805.2;PF24807.2;PF24814.2;PF24817.2;PF25047.1;PF25048.2;PF25168.2;PF25171.2;PF25172.2;PF25173.2;PF25174.2;PF25175.2;PF25391.2;PF25460.2
gene-LOC142977905,PF01753.25
gene-LOC142977906,PF06218.17
gene-LOC142977907,PF07648.21
gene-LOC142977908,PF01636.30;PF02958.27;PF07914.18
gene-LOC142977909,PF08395.18
gene-LOC142977912,PF01940.22
gene-LOC142977913,PF01058.30
gene-LOC142977914,PF00025.28;PF00071.29;PF08477.20
gene-LOC142977917,PF02854.26
gene-LOC142977919,PF00379.30
gene-LOC142977920,PF00057.24;PF00431.27;PF25090.1
gene-LOC142977922,PF05254.18
gene-LOC142977924,PF05699.20
gene-LOC142977928,PF00083.31;PF07690.22
gene-LOC142977930,PF00130.29;PF00620.33
gene-LOC142977931,PF00328.28
gene-LOC142977933,PF00003.29;PF01094.35;PF07562.21
gene-LOC142977934,PF05978.23
gene-LOC142977936,PF07690.22
gene-LOC142977938,PF00096.33;PF13894.13
gene-LOC142977939,PF07851.19
gene-LOC142977941,PF00107.33;PF13602.13;PF16884.11
gene-LOC142977942,PF00041.28;PF16066.11;PF16656.12
gene-LOC142977944,PF00096.33;PF13465.13;PF13894.13
gene-LOC142977948,PF16066.11
gene-LOC142977952,PF00089.33
gene-LOC142977953,PF02046.21
gene-LOC142977954,PF00903.32;PF13468.13;PF13669.13
gene-LOC142977955,PF00001.27
gene-LOC142977956,PF00254.35;PF07719.24;PF23322.2
gene-LOC142977964,PF00225.30;PF16796.12
gene-LOC142977966,PF05978.23;PF07690.22
gene-LOC142977968,PF08159.18;PF25121.1
gene-LOC142977969,PF00201.25;PF06722.19
gene-LOC142977974,PF00560.40;PF12799.14;PF13855.13;PF14580.13;PF23598.2
gene-LOC142977975,PF01697.34
gene-LOC142977976,PF08395.18
gene-LOC142977977,PF13898.12
gene-LOC142977978,PF01442.24;PF03036.22
gene-LOC142977979,PF00036.39;PF13405.13;PF13499.13;PF13833.13
gene-LOC142977980,PF13873.13
gene-LOC142977988,PF01344.32;PF07646.22;PF13415.13;PF13418.13;PF13854.13;PF13964.13;PF24681.2;PF24981.2;PF24996.1;PF25210.2;PF25852.1
gene-LOC142977989,PF00035.33
gene-LOC142977991,PF00009.34;PF00025.28;PF00071.29;PF08477.20
gene-LOC142977994,PF11938.14
gene-LOC142977996,PF00067.28
gene-LOC142977999,PF01223.30;PF13930.13
gene-LOC142978000,PF06652.18
gene-LOC142978003,PF01636.30;PF02958.27;PF07914.18
gene-LOC142978005,PF00067.28
gene-LOC142978006,PF01757.29;PF20146.5
gene-LOC142978010,PF00515.35;PF07719.24;PF13181.13;PF13424.13;PF13432.13
gene-LOC142978011,PF00858.30
gene-LOC142978012,PF00561.27;PF04083.23;PF12146.16
gene-LOC142978014,PF00083.31;PF07690.22
gene-LOC142978016,PF00002.30
gene-LOC142978017,PF00002.30
gene-LOC142978020,PF00560.40;PF01462.24;PF12799.14;PF13855.13;PF23598.2
gene-LOC142978021,PF01636.30;PF02958.27;PF07914.18
gene-LOC142978023,PF06159.19;PF12735.14;PF23643.2;PF23647.3;PF26283.1
gene-LOC142978024,PF07228.18;PF13672.12
gene-LOC142978028,PF06585.18
gene-LOC142978032,PF00270.36;PF00271.38
gene-LOC142978033,PF00098.29;PF03732.24
gene-LOC142978037,PF06585.18
gene-LOC142978039,PF01019.28
gene-LOC142978042,PF00089.33
gene-LOC142978043,PF10195.15
gene-LOC142978046,PF06585.18
gene-LOC142978047,PF09742.15;PF12722.13
gene-LOC142978054,PF16061.11
gene-LOC142978055,PF02205.27
gene-LOC142978058,PF05978.23;PF07690.22
gene-LOC142978059,PF00536.38;PF07647.25
gene-LOC142978062,PF00128.32;PF02806.25
gene-LOC142978089,PF13837.13;PF13873.13
gene-LOC142978093,PF01048.27
gene-LOC142978095,PF02089.22;PF05057.21;PF12394.14
gene-LOC142978097,PF01607.30
gene-LOC142978098,PF00209.25
gene-LOC142978101,PF04818.20;PF16566.11
gene-LOC142978102,PF07159.18
gene-LOC142978103,PF00059.28
gene-LOC142978104,PF00378.26;PF16113.11
gene-LOC142978105,PF00378.26;PF16113.11
gene-LOC142978107,PF04117.18
gene-LOC142978110,PF21007.3
gene-LOC142978111,PF12799.14;PF13855.13;PF14580.13
gene-LOC142978113,PF05225.23
gene-LOC142978115,PF00085.27;PF02114.23
gene-LOC142978118,PF00069.32;PF07714.24;PF14531.13
gene-LOC142978124,PF14555.13;PF22566.3
gene-LOC142978127,PF00041.28;PF00047.32;PF00102.33;PF00782.26;PF07679.23;PF07686.24;PF08205.19;PF09294.17;PF13350.12;PF13895.13;PF13927.13;PF14566.12;PF16656.12;PF16893.12;PF22784.2;PF22785.2;PF22971.3;PF23376.2;PF25059.2;PF25788.3;PF25814.2;PF28033.1
gene-LOC142978131,PF01424.29
gene-LOC142978134,PF00459.31
gene-LOC142978135,PF00179.32
gene-LOC142978140,PF10283.15
gene-LOC142978142,PF06151.19;PF08395.18
gene-LOC142978144,PF00169.36;PF15409.14
gene-LOC142978148,PF00781.30;PF19279.5
gene-LOC142978149,PF00023.37;PF12796.14;PF13606.13;PF13637.13;PF13857.13
gene-LOC142978151,PF22593.4
gene-LOC142978152,PF00089.33;PF13365.13
gene-LOC142978153,PF00089.33;PF13365.13
gene-LOC142978154,PF00089.33
gene-LOC142978155,PF00089.33
gene-LOC142978158,PF01535.27;PF12854.14;PF13041.13;PF13812.13;PF17177.11;PF23276.3
gene-LOC142978160,PF06585.18;PF16984.11
gene-LOC142978163,PF09739.15
gene-LOC142978166,PF12906.14;PF23113.2
gene-LOC142978171,PF01485.28;PF22191.3;PF22605.3
gene-LOC142978173,PF01261.31;PF27526.1
gene-LOC142978175,PF07690.22
gene-LOC142978177,PF00651.38;PF13909.13
gene-LOC142978182,PF00773.26;PF17849.8;PF17876.8;PF17877.8
gene-LOC142978183,PF09335.17
gene-LOC142978184,PF01715.24;PF01745.23
gene-LOC142978189,PF00514.30;PF01602.27;PF02985.29;PF12717.14;PF13513.13;PF13646.13;PF24768.2
gene-LOC142978194,PF00076.29;PF23267.2;PF27602.1
gene-LOC142978195,PF00400.39;PF23381.2;PF24796.2;PF24814.2;PF25174.2;PF25175.2
gene-LOC142978198,PF06585.18
gene-LOC142978207,PF00211.26;PF06327.20;PF16214.10
gene-LOC142978208,PF21361.4
gene-LOC142978209,PF00005.34;PF01061.30;PF02463.26;PF13304.13;PF19055.7
gene-LOC142978212,PF01391.24;PF06482.18;PF20010.6
gene-LOC142978213,PF01391.24;PF06482.18;PF20010.6
gene-LOC142978226,PF00270.36;PF00271.38
gene-LOC142978233,PF00135.35;PF07859.20;PF20434.6
gene-LOC142978234,PF00135.35;PF07859.20;PF20434.6
gene-LOC142978236,PF00046.36
gene-LOC142978237,PF01408.29;PF02894.23;PF22725.2
gene-LOC142978238,PF07258.20;PF21672.3
gene-LOC142978239,PF00166.27
gene-LOC142978241,PF00117.35;PF07722.20
gene-LOC142978248,PF05694.18
gene-LOC142978249,PF11715.17;PF23300.4;PF23354.2
gene-LOC142978250,PF00153.33
gene-LOC142978252,PF00790.26;PF03127.20
gene-LOC142978255,PF01490.25
gene-LOC142978256,PF00096.33;PF05605.19;PF12171.15;PF13465.13;PF13894.13;PF13912.13
gene-LOC142978258,PF07690.22
gene-LOC142978259,PF10545.16
gene-LOC142978261,PF08640.18;PF23240.2;PF24892.2
gene-LOC142978264,PF10164.15
gene-LOC142978267,PF27576.1
gene-LOC142978268,PF00168.37;PF08372.17
gene-LOC142978269,PF10699.15
gene-LOC142978272,PF10629.16
gene-LOC142978275,PF00155.28
gene-LOC142978276,PF01597.26
