gene_id,kegg_ko
gene-LOC142977077,ko:K21894
gene-LOC142977078,ko:K21894
gene-LOC142977080,ko:K06721
gene-LOC142977083,ko:K02149
gene-LOC142977084,ko:K08371
gene-LOC142977086,ko:K08741
gene-LOC142977093,ko:K21893
gene-LOC142977096,ko:K14010
gene-LOC142977101,ko:K14999
gene-LOC142977102,ko:K18735
gene-LOC142977108,ko:K17655
gene-LOC142977111,ko:K08421
gene-LOC142977113,ko:K08421
gene-LOC142977119,ko:K15110
gene-LOC142977120,ko:K13443
gene-LOC142977123,ko:K09228
gene-LOC142977125,ko:K20174
gene-LOC142977127,ko:K13026
gene-LOC142977127,ko:K13185
gene-LOC142977127,ko:K14442
gene-LOC142977128,ko:K00078
gene-LOC142977129,ko:K00106
gene-LOC142977133,ko:K20174
gene-LOC142977134,ko:K08515
gene-LOC142977136,ko:K01904
gene-LOC142977137,ko:K01904
gene-LOC142977138,ko:K01904
gene-LOC142977139,ko:K01904
gene-LOC142977146,ko:K21893
gene-LOC142977148,ko:K02734
gene-LOC142977150,ko:K14999
gene-LOC142977151,ko:K09866
gene-LOC142977151,ko:K09884
gene-LOC142977156,ko:K06491
gene-LOC142977159,ko:K01904
gene-LOC142977161,ko:K15380
gene-LOC142977162,ko:K08202
gene-LOC142977162,ko:K08209
gene-LOC142977162,ko:K08210
gene-LOC142977163,ko:K16732
gene-LOC142977165,ko:K00106
gene-LOC142977167,ko:K02734
gene-LOC142977178,ko:K01312
gene-LOC142977178,ko:K09640
gene-LOC142977186,ko:K15420
gene-LOC142977186,ko:K18595
gene-LOC142977186,ko:K18596
gene-LOC142977187,ko:K17804
gene-LOC142977192,ko:K20752
gene-LOC142977193,ko:K01346
gene-LOC142977193,ko:K20752
gene-LOC142977194,ko:K01310
gene-LOC142977194,ko:K09640
gene-LOC142977195,ko:K09640
gene-LOC142977196,ko:K20752
gene-LOC142977199,ko:K13023
gene-LOC142977203,ko:K08059
gene-LOC142977204,ko:K20780
gene-LOC142977209,ko:K09335
gene-LOC142977209,ko:K09336
gene-LOC142977211,ko:K01312
gene-LOC142977211,ko:K09640
gene-LOC142977212,ko:K09640
gene-LOC142977213,ko:K09640
gene-LOC142977214,ko:K04527
gene-LOC142977217,ko:K09640
gene-LOC142977219,ko:K03671
gene-LOC142977221,ko:K17569
gene-LOC142977224,ko:K06497
gene-LOC142977227,ko:K15110
gene-LOC142977237,ko:K01310
gene-LOC142977243,ko:K03676
gene-LOC142977247,ko:K08029
gene-LOC142977247,ko:K09995
gene-LOC142977249,ko:K14999
gene-LOC142977250,ko:K01052
gene-LOC142977254,ko:K01312
gene-LOC142977254,ko:K01316
gene-LOC142977254,ko:K09463
gene-LOC142977254,ko:K09614
gene-LOC142977254,ko:K09618
gene-LOC142977254,ko:K09621
gene-LOC142977254,ko:K09623
gene-LOC142977254,ko:K09640
gene-LOC142977254,ko:K17495
gene-LOC142977254,ko:K20676
gene-LOC142977255,ko:K01904
gene-LOC142977261,ko:K18709
gene-LOC142977262,ko:K01362
gene-LOC142977264,ko:K14284
gene-LOC142977291,ko:K08471
gene-LOC142977292,ko:K13023
gene-LOC142977301,ko:K04145
gene-LOC142977301,ko:K14049
gene-LOC142977303,ko:K06550
gene-LOC142977303,ko:K06756
gene-LOC142977303,ko:K06757
gene-LOC142977303,ko:K06758
gene-LOC142977303,ko:K06760
gene-LOC142977305,ko:K13023
gene-LOC142977309,ko:K13023
gene-LOC142977311,ko:K04255
gene-LOC142977311,ko:K04256
gene-LOC142977323,ko:K09395
gene-LOC142977323,ko:K09411
gene-LOC142977325,ko:K14079
gene-LOC142977327,ko:K17602
gene-LOC142977333,ko:K00670
gene-LOC142977335,ko:K07526
gene-LOC142977337,ko:K01691
gene-LOC142977338,ko:K09640
gene-LOC142977345,ko:K09640
gene-LOC142977347,ko:K06115
gene-LOC142977349,ko:K06115
gene-LOC142977352,ko:K09640
gene-LOC142977353,ko:K01312
gene-LOC142977353,ko:K09640
gene-LOC142977354,ko:K15255
gene-LOC142977362,ko:K00106
gene-LOC142977363,ko:K00106
gene-LOC142977364,ko:K00106
gene-LOC142977365,ko:K01104
gene-LOC142977365,ko:K05693
gene-LOC142977365,ko:K18032
gene-LOC142977365,ko:K20164
gene-LOC142977366,ko:K01312
gene-LOC142977366,ko:K09640
gene-LOC142977369,ko:K09322
gene-LOC142977375,ko:K05313
gene-LOC142977384,ko:K09640
gene-LOC142977385,ko:K01310
gene-LOC142977385,ko:K09640
gene-LOC142977386,ko:K01310
gene-LOC142977387,ko:K09640
gene-LOC142977388,ko:K15255
gene-LOC142977389,ko:K01310
gene-LOC142977390,ko:K06820
gene-LOC142977392,ko:K09395
gene-LOC142977392,ko:K09411
gene-LOC142977394,ko:K00665
gene-LOC142977395,ko:K06721
gene-LOC142977396,ko:K18709
gene-LOC142977398,ko:K16719
gene-LOC142977401,ko:K02145
gene-LOC142977403,ko:K13443
gene-LOC142977405,ko:K13443
gene-LOC142977414,ko:K18709
gene-LOC142977419,ko:K14689
gene-LOC142977419,ko:K14690
gene-LOC142977419,ko:K14695
gene-LOC142977458,ko:K11669
gene-LOC142977466,ko:K01229
gene-LOC142977466,ko:K05350
gene-LOC142977467,ko:K14787
gene-LOC142977471,ko:K19373
gene-LOC142977474,ko:K20473
gene-LOC142977475,ko:K18741
gene-LOC142977477,ko:K12301
gene-LOC142977479,ko:K12301
gene-LOC142977480,ko:K12301
gene-LOC142977481,ko:K09541
gene-LOC142977481,ko:K09542
gene-LOC142977482,ko:K12301
gene-LOC142977484,ko:K21626
gene-LOC142977488,ko:K06698
gene-LOC142977493,ko:K16794
gene-LOC142977494,ko:K20773
gene-LOC142977499,ko:K13251
gene-LOC142977501,ko:K09542
gene-LOC142977509,ko:K03950
gene-LOC142977511,ko:K21971
gene-LOC142977512,ko:K02427
gene-LOC142977512,ko:K14864
gene-LOC142977515,ko:K17414
gene-LOC142977517,ko:K03945
gene-LOC142977525,ko:K12796
gene-LOC142977525,ko:K13866
gene-LOC142977526,ko:K03372
gene-LOC142977545,ko:K00507
gene-LOC142977545,ko:K15331
gene-LOC142977548,ko:K00471
gene-LOC142977554,ko:K13728
gene-LOC142977555,ko:K08145
gene-LOC142977558,ko:K00275
gene-LOC142977559,ko:K00275
gene-LOC142977560,ko:K04605
gene-LOC142977560,ko:K04611
gene-LOC142977565,ko:K12387
gene-LOC142977568,ko:K20726
gene-LOC142977570,ko:K14009
gene-LOC142977572,ko:K05126
gene-LOC142977575,ko:K08193
gene-LOC142977575,ko:K12301
gene-LOC142977577,ko:K01077
gene-LOC142977579,ko:K06677
gene-LOC142977580,ko:K11295
gene-LOC142977583,ko:K01044
gene-LOC142977585,ko:K01106
gene-LOC142977587,ko:K12739
gene-LOC142977591,ko:K12373
gene-LOC142977596,ko:K06316
gene-LOC142977604,ko:K10162
gene-LOC142977611,ko:K06768
gene-LOC142977612,ko:K03950
gene-LOC142977622,ko:K13863
gene-LOC142977622,ko:K13864
gene-LOC142977622,ko:K13865
gene-LOC142977623,ko:K13863
gene-LOC142977623,ko:K13864
gene-LOC142977623,ko:K13865
gene-LOC142977625,ko:K13863
gene-LOC142977625,ko:K13864
gene-LOC142977625,ko:K13865
gene-LOC142977627,ko:K00078
gene-LOC142977632,ko:K05626
gene-LOC142977632,ko:K05628
gene-LOC142977634,ko:K08576
gene-LOC142977640,ko:K00681
gene-LOC142977640,ko:K18592
gene-LOC142977643,ko:K15278
gene-LOC142977645,ko:K09403
gene-LOC142977646,ko:K11997
gene-LOC142977646,ko:K12021
gene-LOC142977646,ko:K12035
gene-LOC142977648,ko:K07763
gene-LOC142977648,ko:K07995
gene-LOC142977648,ko:K07996
gene-LOC142977648,ko:K07997
gene-LOC142977648,ko:K08002
gene-LOC142977648,ko:K08003
gene-LOC142977652,ko:K18183
gene-LOC142977653,ko:K08471
gene-LOC142977656,ko:K11393
gene-LOC142977660,ko:K04599
gene-LOC142977662,ko:K13863
gene-LOC142977662,ko:K13864
gene-LOC142977662,ko:K13865
gene-LOC142977663,ko:K01195
gene-LOC142977668,ko:K00799
gene-LOC142977668,ko:K04097
gene-LOC142977673,ko:K10345
gene-LOC142977676,ko:K12301
gene-LOC142977681,ko:K10640
gene-LOC142977685,ko:K00078
gene-LOC142977686,ko:K21437
gene-LOC142977689,ko:K14552
gene-LOC142977690,ko:K01044
gene-LOC142977695,ko:K06961
gene-LOC142977695,ko:K11701
gene-LOC142977695,ko:K12862
gene-LOC142977698,ko:K00488
gene-LOC142977698,ko:K15004
gene-LOC142977698,ko:K17951
gene-LOC142977698,ko:K17960
gene-LOC142977702,ko:K06058
gene-LOC142977706,ko:K06054
gene-LOC142977706,ko:K09090
gene-LOC142977707,ko:K00567
gene-LOC142977707,ko:K13531
gene-LOC142977714,ko:K13948
gene-LOC142977717,ko:K14317
gene-LOC142977717,ko:K16219
gene-LOC142977718,ko:K04599
gene-LOC142977723,ko:K01052
gene-LOC142977724,ko:K00115
gene-LOC142977724,ko:K21270
gene-LOC142977729,ko:K08740
gene-LOC142977729,ko:K14415
gene-LOC142977734,ko:K05658
gene-LOC142977735,ko:K02183
gene-LOC142977736,ko:K05643
gene-LOC142977738,ko:K12739
gene-LOC142977739,ko:K12739
gene-LOC142977740,ko:K14552
gene-LOC142977745,ko:K08471
gene-LOC142977746,ko:K08471
gene-LOC142977747,ko:K00252
gene-LOC142977749,ko:K15271
gene-LOC142977752,ko:K00710
gene-LOC142977755,ko:K10658
gene-LOC142977766,ko:K14325
gene-LOC142977767,ko:K08471
gene-LOC142977771,ko:K12301
gene-LOC142977772,ko:K12301
gene-LOC142977773,ko:K13863
gene-LOC142977773,ko:K13864
gene-LOC142977773,ko:K13865
gene-LOC142977775,ko:K08466
gene-LOC142977782,ko:K17960
gene-LOC142977783,ko:K20072
gene-LOC142977790,ko:K12373
gene-LOC142977792,ko:K04153
gene-LOC142977797,ko:K01296
gene-LOC142977800,ko:K07915
gene-LOC142977800,ko:K10756
gene-LOC142977802,ko:K07915
gene-LOC142977802,ko:K10756
gene-LOC142977803,ko:K04565
gene-LOC142977806,ko:K05323
gene-LOC142977806,ko:K20007
gene-LOC142977812,ko:K07059
gene-LOC142977812,ko:K12456
gene-LOC142977814,ko:K15890
gene-LOC142977826,ko:K00503
gene-LOC142977826,ko:K15441
gene-LOC142977828,ko:K12739
gene-LOC142977848,ko:K16727
gene-LOC142977853,ko:K13863
gene-LOC142977853,ko:K13864
gene-LOC142977853,ko:K13865
gene-LOC142977855,ko:K00457
gene-LOC142977864,ko:K04599
gene-LOC142977867,ko:K01052
gene-LOC142977868,ko:K15331
gene-LOC142977868,ko:K15332
gene-LOC142977876,ko:K05037
gene-LOC142977877,ko:K13516
gene-LOC142977880,ko:K00078
gene-LOC142977882,ko:K01077
gene-LOC142977886,ko:K09070
gene-LOC142977892,ko:K03440
gene-LOC142977893,ko:K03440
gene-LOC142977895,ko:K14552
gene-LOC142977897,ko:K01512
gene-LOC142977902,ko:K14863
gene-LOC142977902,ko:K15456
gene-LOC142977906,ko:K20405
gene-LOC142977909,ko:K05658
gene-LOC142977911,ko:K04599
gene-LOC142977913,ko:K03940
gene-LOC142977914,ko:K07935
gene-LOC142977917,ko:K15108
gene-LOC142977922,ko:K17968
gene-LOC142977930,ko:K16733
gene-LOC142977931,ko:K03103
gene-LOC142977933,ko:K04605
gene-LOC142977933,ko:K04611
gene-LOC142977936,ko:K12301
gene-LOC142977939,ko:K14574
gene-LOC142977941,ko:K13948
gene-LOC142977952,ko:K20671
gene-LOC142977952,ko:K20675
gene-LOC142977953,ko:K02266
gene-LOC142977954,ko:K00457
gene-LOC142977956,ko:K17767
gene-LOC142977964,ko:K10399
gene-LOC142977968,ko:K22197
gene-LOC142977969,ko:K00699
gene-LOC142977976,ko:K08471
gene-LOC142977978,ko:K20254
gene-LOC142977980,ko:K22255
gene-LOC142977990,ko:K15255
gene-LOC142977991,ko:K07831
gene-LOC142977994,ko:K05166
gene-LOC142977996,ko:K14999
gene-LOC142978000,ko:K04599
gene-LOC142978005,ko:K14999
gene-LOC142978005,ko:K15003
gene-LOC142978011,ko:K03440
gene-LOC142978012,ko:K01052
gene-LOC142978014,ko:K08202
gene-LOC142978016,ko:K04599
gene-LOC142978023,ko:K20310
gene-LOC142978024,ko:K17508
gene-LOC142978032,ko:K12835
gene-LOC142978039,ko:K00681
gene-LOC142978039,ko:K18592
gene-LOC142978042,ko:K01312
gene-LOC142978042,ko:K01316
gene-LOC142978042,ko:K09463
gene-LOC142978042,ko:K09614
gene-LOC142978042,ko:K09618
gene-LOC142978042,ko:K09621
gene-LOC142978042,ko:K09623
gene-LOC142978042,ko:K09640
gene-LOC142978042,ko:K17495
gene-LOC142978042,ko:K20676
gene-LOC142978043,ko:K15626
gene-LOC142978044,ko:K14570
gene-LOC142978055,ko:K19475
gene-LOC142978062,ko:K01176
gene-LOC142978093,ko:K03783
gene-LOC142978098,ko:K05038
gene-LOC142978098,ko:K05336
gene-LOC142978101,ko:K15559
gene-LOC142978103,ko:K06794
gene-LOC142978103,ko:K06795
gene-LOC142978104,ko:K13238
gene-LOC142978105,ko:K13238
gene-LOC142978107,ko:K13349
gene-LOC142978110,ko:K16471
gene-LOC142978118,ko:K08858
gene-LOC142978127,ko:K05695
gene-LOC142978127,ko:K06777
gene-LOC142978127,ko:K06778
gene-LOC142978128,ko:K14010
gene-LOC142978134,ko:K15759
gene-LOC142978135,ko:K10688
gene-LOC142978140,ko:K13295
gene-LOC142978142,ko:K08471
gene-LOC142978144,ko:K20465
gene-LOC142978148,ko:K04718
gene-LOC142978149,ko:K21442
gene-LOC142978152,ko:K09636
gene-LOC142978153,ko:K09636
gene-LOC142978154,ko:K09636
gene-LOC142978158,ko:K17710
gene-LOC142978166,ko:K10661
gene-LOC142978171,ko:K11975
gene-LOC142978173,ko:K01805
gene-LOC142978182,ko:K12585
gene-LOC142978182,ko:K18758
gene-LOC142978184,ko:K00791
gene-LOC142978193,ko:K19716
gene-LOC142978195,ko:K11143
gene-LOC142978207,ko:K08042
gene-LOC142978207,ko:K08044
gene-LOC142978207,ko:K08047
gene-LOC142978213,ko:K06823
gene-LOC142978213,ko:K08135
gene-LOC142978226,ko:K12823
gene-LOC142978228,ko:K17658
gene-LOC142978234,ko:K01044
gene-LOC142978234,ko:K01049
gene-LOC142978234,ko:K03927
gene-LOC142978234,ko:K15743
gene-LOC142978239,ko:K04078
gene-LOC142978241,ko:K01307
gene-LOC142978241,ko:K15699
gene-LOC142978248,ko:K17285
gene-LOC142978249,ko:K14303
gene-LOC142978250,ko:K13354
gene-LOC142978255,ko:K14996
gene-LOC142978261,ko:K14557
gene-LOC142978267,ko:K10305
gene-LOC142978275,ko:K00814
gene-LOC142978276,ko:K02437
gene-LOC142978305,ko:K15108
gene-LOC142978307,ko:K16862
gene-LOC142978316,ko:K11433
gene-LOC142978320,ko:K00814
gene-LOC142978321,ko:K10744
gene-LOC142978322,ko:K14616
gene-LOC142978324,ko:K01052
gene-LOC142978328,ko:K10448
gene-LOC142978329,ko:K08202
gene-LOC142978330,ko:K04992
gene-LOC142978330,ko:K04993
gene-LOC142978330,ko:K04994
gene-LOC142978334,ko:K10302
gene-LOC142978336,ko:K06823
gene-LOC142978336,ko:K08135
gene-LOC142978341,ko:K07427
gene-LOC142978341,ko:K15001
gene-LOC142978344,ko:K14830
gene-LOC142978348,ko:K08706
gene-LOC142978349,ko:K18630
gene-LOC142978356,ko:K03440
gene-LOC142978365,ko:K14073
gene-LOC142978365,ko:K14074
gene-LOC142978365,ko:K14075
gene-LOC142978368,ko:K01738
gene-LOC142978371,ko:K13131
gene-LOC142978372,ko:K09585
gene-LOC142978374,ko:K12621
gene-LOC142978377,ko:K18629
gene-LOC142978381,ko:K01738
gene-LOC142978385,ko:K18749
gene-LOC142978387,ko:K00069
gene-LOC142978391,ko:K14845
gene-LOC142978392,ko:K03671
gene-LOC142978395,ko:K19269
gene-LOC142978396,ko:K09270
gene-LOC142978396,ko:K18435
gene-LOC142978402,ko:K10282
gene-LOC142978406,ko:K12823
gene-LOC142978406,ko:K13178
gene-LOC142978411,ko:K00814
gene-LOC142978413,ko:K04459
gene-LOC142978413,ko:K14165
gene-LOC142978422,ko:K19363
gene-LOC142978423,ko:K00814
gene-LOC142978426,ko:K20167
gene-LOC142978427,ko:K11170
gene-LOC142978431,ko:K06823
gene-LOC142978431,ko:K08135
gene-LOC142978434,ko:K04506
gene-LOC142978435,ko:K08471
gene-LOC142978438,ko:K12866
gene-LOC142978454,ko:K10694
gene-LOC142978457,ko:K03377
gene-LOC142978458,ko:K19404
gene-LOC142978461,ko:K13348
gene-LOC142978462,ko:K16913
gene-LOC142978465,ko:K09257
gene-LOC142978467,ko:K13084
gene-LOC142978487,ko:K08706
gene-LOC142978496,ko:K16862
gene-LOC142978501,ko:K12823
gene-LOC142978501,ko:K13178
gene-LOC142978506,ko:K02140
gene-LOC142978508,ko:K15865
gene-LOC142978508,ko:K20280
gene-LOC142978514,ko:K00274
gene-LOC142978514,ko:K14388
gene-LOC142978518,ko:K01052
gene-LOC142978526,ko:K07843
gene-LOC142978526,ko:K07844
gene-LOC142978526,ko:K13238
gene-LOC142978527,ko:K05048
gene-LOC142978527,ko:K05334
gene-LOC142978528,ko:K01414
gene-LOC142978528,ko:K08202
gene-LOC142978529,ko:K19758
gene-LOC142978531,ko:K07048
gene-LOC142978537,ko:K12823
gene-LOC142978537,ko:K13178
gene-LOC142978544,ko:K00653
gene-LOC142978546,ko:K10843
gene-LOC142978546,ko:K11270
gene-LOC142978547,ko:K10843
gene-LOC142978547,ko:K11270
gene-LOC142978549,ko:K12047
gene-LOC142978549,ko:K12316
gene-LOC142978551,ko:K17926
gene-LOC142978552,ko:K10249
gene-LOC142978556,ko:K14537
gene-LOC142978556,ko:K16474
gene-LOC142978561,ko:K13157
gene-LOC142978563,ko:K14545
gene-LOC142978566,ko:K02730
gene-LOC142978574,ko:K04255
gene-LOC142978583,ko:K13348
gene-LOC142978586,ko:K00827
gene-LOC142978589,ko:K00665
gene-LOC142978592,ko:K01312
gene-LOC142978592,ko:K09640
gene-LOC142978593,ko:K09329
gene-LOC142978599,ko:K05673
gene-LOC142978604,ko:K09291
gene-LOC142978604,ko:K20478
gene-LOC142978607,ko:K13092
gene-LOC142978612,ko:K01539
gene-LOC142978613,ko:K01273
gene-LOC142978620,ko:K15627
gene-LOC142978671,ko:K00008
gene-LOC142978672,ko:K00026
gene-LOC142978675,ko:K14999
gene-LOC142978675,ko:K15003
gene-LOC142978676,ko:K14999
gene-LOC142978676,ko:K15003
gene-LOC142978681,ko:K02149
gene-LOC142978683,ko:K19679
gene-LOC142978685,ko:K08202
gene-LOC142978688,ko:K14079
gene-LOC142978691,ko:K20099
gene-LOC142978692,ko:K04497
gene-LOC142978710,ko:K12316
gene-LOC142978711,ko:K00948
gene-LOC142978713,ko:K09659
gene-LOC142978715,ko:K11982
gene-LOC142978716,ko:K14846
gene-LOC142978718,ko:K08471
gene-LOC142978728,ko:K06258
gene-LOC142978729,ko:K04551
gene-LOC142978729,ko:K08770
gene-LOC142978730,ko:K20915
gene-LOC142978740,ko:K17496
gene-LOC142978749,ko:K14549
gene-LOC142978751,ko:K11860
gene-LOC142978752,ko:K01431
gene-LOC142978753,ko:K09360
gene-LOC142978756,ko:K08202
gene-LOC142978758,ko:K01349
gene-LOC142978758,ko:K01359
gene-LOC142978758,ko:K08654
gene-LOC142978760,ko:K16459
gene-LOC142978761,ko:K18085
gene-LOC142978762,ko:K19638
gene-LOC142978763,ko:K10870
gene-LOC142978765,ko:K11141
gene-LOC142978768,ko:K10582
gene-LOC142978772,ko:K10348
gene-LOC142978773,ko:K17540
gene-LOC142978776,ko:K14999
gene-LOC142978777,ko:K13096
gene-LOC142978778,ko:K06825
gene-LOC142978778,ko:K17307
gene-LOC142978780,ko:K09580
gene-LOC142978785,ko:K09210
gene-LOC142978787,ko:K14999
gene-LOC142978788,ko:K20752
gene-LOC142978797,ko:K12321
gene-LOC142978797,ko:K12322
gene-LOC142978801,ko:K01187
gene-LOC142978802,ko:K01187
gene-LOC142978803,ko:K00507
gene-LOC142978803,ko:K06227
gene-LOC142978810,ko:K08871
gene-LOC142978810,ko:K11721
gene-LOC142978810,ko:K11722
gene-LOC142978810,ko:K11724
gene-LOC142978810,ko:K14568
gene-LOC142978813,ko:K11883
gene-LOC142978814,ko:K08492
gene-LOC142978822,ko:K10477
gene-LOC142978826,ko:K14999
gene-LOC142978826,ko:K15003
gene-LOC142978827,ko:K04349
gene-LOC142978827,ko:K12326
gene-LOC142978827,ko:K14549
gene-LOC142978829,ko:K10951
gene-LOC142978844,ko:K09183
gene-LOC142978844,ko:K17894
gene-LOC142978844,ko:K17897
gene-LOC142978845,ko:K11986
gene-LOC142978847,ko:K14999
gene-LOC142978849,ko:K10750
gene-LOC142978850,ko:K17776
gene-LOC142978852,ko:K15686
gene-LOC142978861,ko:K15102
gene-LOC142978863,ko:K01431
gene-LOC142978865,ko:K09228
gene-LOC142978867,ko:K01349
gene-LOC142978867,ko:K01359
gene-LOC142978867,ko:K08654
gene-LOC142978870,ko:K00699
gene-LOC142978875,ko:K09183
gene-LOC142978880,ko:K15187
gene-LOC142978882,ko:K12602
gene-LOC142978883,ko:K12602
gene-LOC142978884,ko:K11153
gene-LOC142978885,ko:K07767
gene-LOC142978887,ko:K08471
gene-LOC142978888,ko:K00753
gene-LOC142978888,ko:K07632
gene-LOC142978888,ko:K14464
gene-LOC142978891,ko:K15255
gene-LOC142978892,ko:K13101
gene-LOC142978892,ko:K13566
gene-LOC142978899,ko:K00657
gene-LOC142978905,ko:K13963
gene-LOC142978914,ko:K17362
gene-LOC142978929,ko:K14999
gene-LOC142978929,ko:K15003
gene-LOC142978938,ko:K01349
gene-LOC142978938,ko:K01359
gene-LOC142978938,ko:K08654
gene-LOC142978941,ko:K14009
gene-LOC142978942,ko:K13101
gene-LOC142978942,ko:K13566
gene-LOC142978944,ko:K00030
gene-LOC142978944,ko:K01897
gene-LOC142978946,ko:K04527
gene-LOC142978952,ko:K08202
gene-LOC142978955,ko:K14999
gene-LOC142978955,ko:K15003
gene-LOC142978956,ko:K14999
gene-LOC142978958,ko:K01832
gene-LOC142978958,ko:K07424
gene-LOC142978958,ko:K17692
gene-LOC142978960,ko:K14999
gene-LOC142978960,ko:K15003
gene-LOC142978961,ko:K11153
gene-LOC142978962,ko:K00030
gene-LOC142978962,ko:K01897
gene-LOC142978972,ko:K14529
gene-LOC142978973,ko:K00415
gene-LOC142978973,ko:K16830
gene-LOC142978974,ko:K16830
gene-LOC142978976,ko:K20101
gene-LOC142978988,ko:K08892
gene-LOC142978992,ko:K14536
gene-LOC142979001,ko:K01431
gene-LOC142979003,ko:K08770
gene-LOC142979005,ko:K15001
gene-LOC142979006,ko:K15001
gene-LOC142979008,ko:K15187
gene-LOC142979015,ko:K15630
gene-LOC142979015,ko:K16582
gene-LOC142979015,ko:K21138
gene-LOC142979023,ko:K15720
gene-LOC142979027,ko:K04554
gene-LOC142979028,ko:K10360
gene-LOC142979030,ko:K16912
gene-LOC142979031,ko:K14999
gene-LOC142979031,ko:K15003
gene-LOC142979033,ko:K03454
gene-LOC142979035,ko:K04860
gene-LOC142979035,ko:K04861
gene-LOC142979037,ko:K07378
gene-LOC142979040,ko:K00008
gene-LOC142979041,ko:K01187
gene-LOC142979044,ko:K00699
gene-LOC142979045,ko:K12259
gene-LOC142979051,ko:K10429
gene-LOC142979053,ko:K00699
gene-LOC142979056,ko:K10951
gene-LOC142979061,ko:K00108
gene-LOC142979061,ko:K00115
gene-LOC142979063,ko:K01044
gene-LOC142979063,ko:K07378
gene-LOC142979063,ko:K12298
gene-LOC142979063,ko:K15743
gene-LOC142979071,ko:K14999
gene-LOC142979072,ko:K14999
gene-LOC142979073,ko:K14999
gene-LOC142979073,ko:K15003
gene-LOC142979074,ko:K01832
gene-LOC142979074,ko:K14999
gene-LOC142979074,ko:K20771
gene-LOC142979075,ko:K14999
gene-LOC142979076,ko:K14999
gene-LOC142979078,ko:K14999
gene-LOC142979080,ko:K09048
gene-LOC142979081,ko:K14999
gene-LOC142979085,ko:K12872
gene-LOC142979107,ko:K01044
gene-LOC142979107,ko:K07378
gene-LOC142979107,ko:K12298
gene-LOC142979107,ko:K15743
gene-LOC142979115,ko:K11064
gene-LOC142979117,ko:K18626
gene-LOC142979125,ko:K04077
gene-LOC142979132,ko:K09381
gene-LOC142979137,ko:K11214
gene-LOC142979138,ko:K17578
gene-LOC142979143,ko:K01897
gene-LOC142979145,ko:K00799
gene-LOC142979145,ko:K04097
gene-LOC142979146,ko:K00799
gene-LOC142979146,ko:K04097
gene-LOC142979147,ko:K00799
gene-LOC142979147,ko:K04097
gene-LOC142979148,ko:K14999
gene-LOC142979148,ko:K15003
gene-LOC142979149,ko:K00799
gene-LOC142979149,ko:K04097
gene-LOC142979150,ko:K00799
gene-LOC142979150,ko:K04097
gene-LOC142979151,ko:K00799
gene-LOC142979151,ko:K04097
gene-LOC142979152,ko:K00799
gene-LOC142979152,ko:K04097
gene-LOC142979155,ko:K14800
gene-LOC142979156,ko:K00049
gene-LOC142979156,ko:K13403
gene-LOC142979158,ko:K01103
gene-LOC142979159,ko:K08585
gene-LOC142979162,ko:K05719
gene-LOC142979163,ko:K11151
gene-LOC142979163,ko:K15734
gene-LOC142979166,ko:K16809
gene-LOC142979168,ko:K14321
gene-LOC142979169,ko:K12857
gene-LOC142979170,ko:K07375
gene-LOC142979173,ko:K00940
gene-LOC142979177,ko:K00503
gene-LOC142979178,ko:K07378
gene-LOC142979179,ko:K07375
gene-LOC142979184,ko:K04507
gene-LOC142979186,ko:K01489
gene-LOC142979187,ko:K00858
gene-LOC142979188,ko:K00901
gene-LOC142979196,ko:K08193
gene-LOC142979196,ko:K12301
gene-LOC142979200,ko:K00049
gene-LOC142979201,ko:K00049
gene-LOC142979202,ko:K00049
gene-LOC142979204,ko:K07375
gene-LOC142979206,ko:K12868
gene-LOC142979207,ko:K18665
gene-LOC142979208,ko:K18665
gene-LOC142979209,ko:K06254
gene-LOC142979210,ko:K11663
gene-LOC142979225,ko:K12654
gene-LOC142979226,ko:K17572
gene-LOC142979232,ko:K14075
gene-LOC142979234,ko:K00026
gene-LOC142979235,ko:K15104
gene-LOC142979239,ko:K16833
gene-LOC142979242,ko:K10885
gene-LOC142979243,ko:K15116
gene-LOC142979243,ko:K21403
gene-LOC142979247,ko:K14763
gene-LOC142979248,ko:K17623
